,index,Electorate,postcode,record
8037,4225_0,McPherson,4225,0
8038,4225_1,McPherson,4225,1
8039,4225_2,McPherson,4225,2
8040,4225_3,McPherson,4225,3
8041,4226_0,McPherson,4226,0
8042,4226_1,McPherson,4226,1
8043,4226_2,Moncrieff,4226,2
8044,4226_3,McPherson,4226,3
8045,4227_0,McPherson,4227,0
8046,4227_1,McPherson,4227,1
8047,4228_0,McPherson,4228,0
8048,4228_1,McPherson,4228,1
8049,4228_2,McPherson,4228,2
8050,4270_0,Wright,4270,0
8051,4271_0,Wright,4271,0
8052,4272_0,Wright,4272,0
8053,4272_1,Wright,4272,1
8054,4272_2,Wright,4272,2
8055,4275_0,Wright,4275,0
8056,4275_1,Wright,4275,1
8057,4275_2,Wright,4275,2
8058,4275_3,Wright,4275,3
8059,4275_4,Wright,4275,4
8060,4275_5,Wright,4275,5
8061,4275_6,Wright,4275,6
8062,4275_7,Wright,4275,7
8063,4275_8,Wright,4275,8
8064,4275_9,Wright,4275,9
8065,4280_0,Wright,4280,0
8066,4280_1,Wright,4280,1
8067,4280_2,Forde,4280,2
8068,4280_3,Wright,4280,3
8069,4280_4,Wright,4280,4
8070,4280_5,Wright,4280,5
8071,4285_0,Wright,4285,0
8072,4285_1,Wright,4285,1
8073,4285_10,Wright,4285,10
8074,4285_11,Wright,4285,11
8075,4285_12,Wright,4285,12
8076,4285_13,Wright,4285,13
8077,4285_14,Wright,4285,14
8078,4285_15,Wright,4285,15
8079,4285_16,Wright,4285,16
8080,4285_17,Wright,4285,17
8081,4285_18,Wright,4285,18
8082,4285_19,Wright,4285,19
8083,4285_2,Wright,4285,2
8084,4285_3,Wright,4285,3
8085,4285_4,Wright,4285,4
8086,4285_5,Wright,4285,5
8087,4285_6,Wright,4285,6
8088,4285_7,Wright,4285,7
8089,4285_8,Wright,4285,8
8090,4285_9,Wright,4285,9
8091,4287_0,Wright,4287,0
8092,4287_1,Wright,4287,1
8093,4287_2,Wright,4287,2
8094,4287_3,Wright,4287,3
8095,4287_4,Wright,4287,4
8096,4287_5,Wright,4287,5
8097,4287_6,Wright,4287,6
8098,4287_7,Wright,4287,7
8099,4300_0,Oxley,4300,0
8100,4300_1,Oxley,4300,1
8101,4300_10,Oxley,4300,10
8102,4300_2,Oxley,4300,2
8103,4300_3,Oxley,4300,3
8104,4300_4,Oxley,4300,4
8105,4300_5,Oxley,4300,5
8106,4300_6,Oxley,4300,6
8107,4300_7,Oxley,4300,7
8108,4300_8,Blair,4300,8
8109,4300_9,Blair,4300,9
8110,4301_0,Blair,4301,0
8111,4301_1,Oxley,4301,1
8112,4301_2,Oxley,4301,2
8113,4301_3,Blair,4301,3
8114,4301_4,Oxley,4301,4
8115,4303_0,Blair,4303,0
8116,4303_1,Blair,4303,1
8117,4303_2,Blair,4303,2
8118,4304_0,Blair,4304,0
8119,4304_1,Blair,4304,1
8120,4304_2,Blair,4304,2
8121,4304_3,Blair,4304,3
8122,4304_4,Blair,4304,4
8123,4304_5,Blair,4304,5
8124,4304_6,Blair,4304,6
8125,4305_0,Blair,4305,0
8126,4305_1,Blair,4305,1
8127,4305_10,Wright,4305,10
8128,4305_11,Blair,4305,11
8129,4305_12,Blair,4305,12
8130,4305_13,Blair,4305,13
8131,4305_14,Blair,4305,14
8132,4305_15,Blair,4305,15
8133,4305_16,Blair,4305,16
8134,4305_17,Blair,4305,17
8135,4305_18,Blair,4305,18
8136,4305_19,Blair,4305,19
8137,4305_2,Blair,4305,2
8138,4305_3,Blair,4305,3
8139,4305_4,Blair,4305,4
8140,4305_5,Blair,4305,5
8141,4305_6,Blair,4305,6
8142,4305_7,Blair,4305,7
8143,4305_8,Blair,4305,8
8144,4305_9,Blair,4305,9
8145,4306_0,Blair,4306,0
8146,4306_1,Blair,4306,1
8147,4306_10,Blair,4306,10
8148,4306_11,Maranoa,4306,11
8149,4306_12,Blair,4306,12
8150,4306_13,Ryan,4306,13
8151,4306_14,Blair,4306,14
8152,4306_15,Blair,4306,15
8153,4306_16,Blair,4306,16
8154,4306_17,Blair,4306,17
8155,4306_18,Blair,4306,18
8156,4306_19,Blair,4306,19
8157,4306_2,Blair,4306,2
8158,4306_3,Blair,4306,3
8159,4306_4,Maranoa,4306,4
8160,4306_5,Maranoa,4306,5
8161,4306_6,Maranoa,4306,6
8162,4306_7,Maranoa,4306,7
8163,4306_8,Maranoa,4306,8
8164,4306_9,Blair,4306,9
8165,4307_0,Wright,4307,0
8166,4307_1,Wright,4307,1
8167,4307_2,Blair,4307,2
8168,4307_3,Wright,4307,3
8169,4307_4,Wright,4307,4
8170,4307_5,Wright,4307,5
8171,4307_6,Wright,4307,6
8172,4307_7,Wright,4307,7
8173,4309_0,Wright,4309,0
8174,4309_1,Wright,4309,1
8175,4309_10,Wright,4309,10
8176,4309_11,Wright,4309,11
8177,4309_12,Wright,4309,12
8178,4309_13,Wright,4309,13
8179,4309_14,Wright,4309,14
8180,4309_15,Wright,4309,15
8181,4309_16,Wright,4309,16
8182,4309_2,Wright,4309,2
8183,4309_3,Wright,4309,3
8184,4309_4,Wright,4309,4
8185,4309_5,Wright,4309,5
8186,4309_6,Wright,4309,6
8187,4309_7,Wright,4309,7
8188,4309_8,Wright,4309,8
8189,4309_9,Wright,4309,9
8190,4310_0,Wright,4310,0
8191,4310_1,Wright,4310,1
8192,4310_10,Wright,4310,10
8193,4310_11,Wright,4310,11
8194,4310_12,Wright,4310,12
8195,4310_13,Wright,4310,13
8196,4310_14,Wright,4310,14
8197,4310_15,Wright,4310,15
8198,4310_16,Wright,4310,16
8199,4310_17,Wright,4310,17
8200,4310_18,Wright,4310,18
8201,4310_19,Wright,4310,19
8202,4310_2,Wright,4310,2
8203,4310_3,Wright,4310,3
8204,4310_4,Wright,4310,4
8205,4310_5,Wright,4310,5
8206,4310_6,Wright,4310,6
8207,4310_7,Wright,4310,7
8208,4310_8,Wright,4310,8
8209,4310_9,Wright,4310,9
8210,4311_0,Blair,4311,0
8211,4311_1,Blair,4311,1
8212,4311_10,Blair,4311,10
8213,4311_11,Blair,4311,11
8214,4311_12,Blair,4311,12
8215,4311_13,Blair,4311,13
8216,4311_14,Blair,4311,14
8217,4311_15,Blair,4311,15
8218,4311_16,Blair,4311,16
8219,4311_17,Blair,4311,17
8220,4311_2,Wright,4311,2
8221,4311_3,Blair,4311,3
8222,4311_4,Wright,4311,4
8223,4311_5,Wright,4311,5
8224,4311_6,Blair,4311,6
8225,4311_7,Blair,4311,7
8226,4311_8,Blair,4311,8
8227,4311_9,Wright,4311,9
8228,4312_0,Blair,4312,0
8229,4312_1,Blair,4312,1
8230,4312_10,Blair,4312,10
8231,4312_11,Blair,4312,11
8232,4312_12,Blair,4312,12
8233,4312_2,Blair,4312,2
8234,4312_3,Blair,4312,3
8235,4312_4,Blair,4312,4
8236,4312_5,Blair,4312,5
8237,4312_6,Blair,4312,6
8238,4312_7,Blair,4312,7
8239,4312_8,Blair,4312,8
8240,4312_9,Blair,4312,9
8241,4313_0,Blair,4313,0
8242,4313_1,Blair,4313,1
8243,4313_10,Blair,4313,10
8244,4313_11,Blair,4313,11
8245,4313_12,Blair,4313,12
8246,4313_2,Blair,4313,2
8247,4313_3,Blair,4313,3
8248,4313_4,Blair,4313,4
8249,4313_5,Blair,4313,5
8250,4313_6,Blair,4313,6
8251,4313_7,Blair,4313,7
8252,4313_8,Blair,4313,8
8253,4313_9,Blair,4313,9
8254,4340_0,Blair,4340,0
8255,4340_1,Blair,4340,1
8256,4340_10,Blair,4340,10
8257,4340_11,Wright,4340,11
8258,4340_12,Blair,4340,12
8259,4340_13,Wright,4340,13
8260,4340_14,Blair,4340,14
8261,4340_15,Wright,4340,15
8262,4340_16,Wright,4340,16
8263,4340_17,Blair,4340,17
8264,4340_18,Blair,4340,18
8265,4340_19,Blair,4340,19
8266,4340_2,Blair,4340,2
8267,4340_3,Blair,4340,3
8268,4340_4,Blair,4340,4
8269,4340_5,Blair,4340,5
8270,4340_6,Blair,4340,6
8271,4340_7,Wright,4340,7
8272,4340_8,Wright,4340,8
8273,4340_9,Wright,4340,9
8274,4341_0,Wright,4341,0
8275,4341_1,Wright,4341,1
8276,4341_10,Wright,4341,10
8277,4341_11,Wright,4341,11
8278,4341_12,Wright,4341,12
8279,4341_13,Wright,4341,13
8280,4341_14,Wright,4341,14
8281,4341_15,Wright,4341,15
8282,4341_2,Wright,4341,2
8283,4341_3,Wright,4341,3
8284,4341_4,Wright,4341,4
8285,4341_5,Wright,4341,5
8286,4341_6,Wright,4341,6
8287,4341_7,Wright,4341,7
8288,4341_8,Wright,4341,8
8289,4341_9,Wright,4341,9
8290,4342_0,Wright,4342,0
8291,4342_1,Wright,4342,1
8292,4342_2,Wright,4342,2
8293,4342_3,Wright,4342,3
8294,4342_4,Blair,4342,4
8295,4342_5,Wright,4342,5
8296,4342_6,Wright,4342,6
8297,4343_0,Wright,4343,0
8298,4343_1,Wright,4343,1
8299,4343_10,Wright,4343,10
8300,4343_11,Wright,4343,11
8301,4343_12,Wright,4343,12
8302,4343_13,Wright,4343,13
8303,4343_14,Wright,4343,14
8304,4343_15,Wright,4343,15
8305,4343_16,Wright,4343,16
8306,4343_17,Wright,4343,17
8307,4343_18,Wright,4343,18
8308,4343_19,Wright,4343,19
8309,4343_2,Wright,4343,2
8310,4343_3,Wright,4343,3
8311,4343_4,Wright,4343,4
8312,4343_5,Wright,4343,5
8313,4343_6,Wright,4343,6
8314,4343_7,Wright,4343,7
8315,4343_8,Wright,4343,8
8316,4343_9,Wright,4343,9
8317,4344_0,Wright,4344,0
8318,4344_1,Wright,4344,1
8319,4344_10,Wright,4344,10
8320,4344_11,Wright,4344,11
8321,4344_12,Wright,4344,12
8322,4344_2,Wright,4344,2
8323,4344_3,Wright,4344,3
8324,4344_4,Wright,4344,4
8325,4344_5,Wright,4344,5
8326,4344_6,Wright,4344,6
8327,4344_7,Wright,4344,7
8328,4344_8,Wright,4344,8
8329,4344_9,Wright,4344,9
8330,4346_0,Blair,4346,0
8331,4347_0,Wright,4347,0
8332,4347_1,Wright,4347,1
8333,4347_2,Wright,4347,2
8334,4347_3,Wright,4347,3
8335,4347_4,Wright,4347,4
8336,4350_0,Groom,4350,0
8337,4350_1,Groom,4350,1
8338,4350_10,Groom,4350,10
8339,4350_11,Groom,4350,11
8340,4350_12,Groom,4350,12
8341,4350_13,Groom,4350,13
8342,4350_14,Groom,4350,14
8343,4350_15,Groom,4350,15
8344,4350_16,Groom,4350,16
8345,4350_17,Groom,4350,17
8346,4350_18,Groom,4350,18
8347,4350_19,Groom,4350,19
8348,4350_2,Groom,4350,2
8349,4350_3,Groom,4350,3
8350,4350_4,Groom,4350,4
8351,4350_5,Groom,4350,5
8352,4350_6,Groom,4350,6
8353,4350_7,Groom,4350,7
8354,4350_8,Groom,4350,8
8355,4350_9,Groom,4350,9
8356,4352_0,Wright,4352,0
8357,4352_1,Maranoa,4352,1
8358,4352_10,Maranoa,4352,10
8359,4352_11,Groom,4352,11
8360,4352_12,Wright,4352,12
8361,4352_13,Maranoa,4352,13
8362,4352_14,Groom,4352,14
8363,4352_15,Groom,4352,15
8364,4352_16,Wright,4352,16
8365,4352_17,Groom,4352,17
8366,4352_18,Groom,4352,18
8367,4352_19,Maranoa,4352,19
8368,4352_2,Groom,4352,2
8369,4352_3,Wright,4352,3
8370,4352_4,Groom,4352,4
8371,4352_5,Groom,4352,5
8372,4352_6,Groom,4352,6
8373,4352_7,Maranoa,4352,7
8374,4352_8,Maranoa,4352,8
8375,4352_9,Groom,4352,9
8376,4353_0,Groom,4353,0
8377,4353_1,Maranoa,4353,1
8378,4353_2,Maranoa,4353,2
8379,4353_3,Groom,4353,3
8380,4353_4,Maranoa,4353,4
8381,4354_0,Groom,4354,0
8382,4354_1,Maranoa,4354,1
8383,4354_2,Groom,4354,2
8384,4354_3,Groom,4354,3
8385,4355_0,Maranoa,4355,0
8386,4355_1,Maranoa,4355,1
8387,4355_10,Maranoa,4355,10
8388,4355_11,Maranoa,4355,11
8389,4355_12,Maranoa,4355,12
8390,4355_2,Maranoa,4355,2
8391,4355_3,Maranoa,4355,3
8392,4355_4,Maranoa,4355,4
8393,4355_5,Maranoa,4355,5
8394,4355_6,Maranoa,4355,6
8395,4355_7,Maranoa,4355,7
8396,4355_8,Maranoa,4355,8
8397,4355_9,Groom,4355,9
8398,4356_0,Groom,4356,0
8399,4356_1,Groom,4356,1
8400,4356_10,Groom,4356,10
8401,4356_11,Groom,4356,11
8402,4356_12,Groom,4356,12
8403,4356_13,Groom,4356,13
8404,4356_14,Groom,4356,14
8405,4356_15,Groom,4356,15
8406,4356_16,Groom,4356,16
8407,4356_17,Groom,4356,17
8408,4356_2,Groom,4356,2
8409,4356_3,Groom,4356,3
8410,4356_4,Groom,4356,4
8411,4356_5,Groom,4356,5
8412,4356_6,Groom,4356,6
8413,4356_7,Groom,4356,7
8414,4356_8,Groom,4356,8
8415,4356_9,Groom,4356,9
8416,4357_0,Maranoa,4357,0
8417,4357_1,Maranoa,4357,1
8418,4357_10,Maranoa,4357,10
8419,4357_11,Maranoa,4357,11
8420,4357_12,Maranoa,4357,12
8421,4357_13,Maranoa,4357,13
8422,4357_14,Maranoa,4357,14
8423,4357_15,Maranoa,4357,15
8424,4357_16,Maranoa,4357,16
8425,4357_17,Maranoa,4357,17
8426,4357_18,Maranoa,4357,18
8427,4357_19,Maranoa,4357,19
8428,4357_2,Maranoa,4357,2
8429,4357_3,Maranoa,4357,3
8430,4357_4,Maranoa,4357,4
8431,4357_5,Maranoa,4357,5
8432,4357_6,Maranoa,4357,6
8433,4357_7,Maranoa,4357,7
8434,4357_8,Maranoa,4357,8
8435,4357_9,Maranoa,4357,9
8436,4358_0,Groom,4358,0
8437,4358_1,Groom,4358,1
8438,4358_2,Maranoa,4358,2
8439,4358_3,Maranoa,4358,3
8440,4358_4,Groom,4358,4
8441,4359_0,Groom,4359,0
8442,4359_1,Groom,4359,1
8443,4359_2,Groom,4359,2
8444,4359_3,Groom,4359,3
8445,4359_4,Groom,4359,4
8446,4359_5,Groom,4359,5
8447,4359_6,Wright,4359,6
8448,4360_0,Groom,4360,0
8449,4360_1,Maranoa,4360,1
8450,4361_0,Maranoa,4361,0
8451,4361_1,Maranoa,4361,1
8452,4361_10,Maranoa,4361,10
8453,4361_11,Maranoa,4361,11
8454,4361_12,Maranoa,4361,12
8455,4361_13,Maranoa,4361,13
8456,4361_14,Maranoa,4361,14
8457,4361_15,Maranoa,4361,15
8458,4361_2,Maranoa,4361,2
8459,4361_3,Maranoa,4361,3
8460,4361_4,Maranoa,4361,4
8461,4361_5,Maranoa,4361,5
8462,4361_6,Maranoa,4361,6
8463,4361_7,Maranoa,4361,7
8464,4361_8,Maranoa,4361,8
8465,4361_9,Maranoa,4361,9
8466,4362_0,Maranoa,4362,0
8467,4362_1,Maranoa,4362,1
8468,4362_2,Maranoa,4362,2
8469,4362_3,Maranoa,4362,3
8470,4362_4,Maranoa,4362,4
8471,4362_5,Maranoa,4362,5
8472,4362_6,Maranoa,4362,6
8473,4362_7,Maranoa,4362,7
8474,4362_8,Maranoa,4362,8
8475,4363_0,Groom,4363,0
8476,4364_0,Groom,4364,0
8477,4365_0,Maranoa,4365,0
8478,4370_0,Maranoa,4370,0
8479,4370_1,Maranoa,4370,1
8480,4370_10,Maranoa,4370,10
8481,4370_11,Maranoa,4370,11
8482,4370_12,Maranoa,4370,12
8483,4370_13,Maranoa,4370,13
8484,4370_14,Maranoa,4370,14
8485,4370_15,Maranoa,4370,15
8486,4370_16,Maranoa,4370,16
8487,4370_17,Maranoa,4370,17
8488,4370_18,Maranoa,4370,18
8489,4370_19,Maranoa,4370,19
8490,4370_2,Maranoa,4370,2
8491,4370_3,Maranoa,4370,3
8492,4370_4,Maranoa,4370,4
8493,4370_5,Maranoa,4370,5
8494,4370_6,Maranoa,4370,6
8495,4370_7,Maranoa,4370,7
8496,4370_8,Maranoa,4370,8
8497,4370_9,Maranoa,4370,9
8498,4371_0,Maranoa,4371,0
8499,4371_1,Maranoa,4371,1
8500,4371_2,Maranoa,4371,2
8501,4372_0,Maranoa,4372,0
8502,4373_0,Maranoa,4373,0
8503,4373_1,Maranoa,4373,1
8504,4373_2,Maranoa,4373,2
8505,4374_0,Maranoa,4374,0
8506,4374_1,Maranoa,4374,1
8507,4375_0,New England,4375,0
8508,4375_1,Maranoa,4375,1
8509,4375_2,Maranoa,4375,2
8510,4376_0,Maranoa,4376,0
8511,4377_0,Maranoa,4377,0
8512,4377_1,New England,4377,1
8513,4377_2,Maranoa,4377,2
8514,4378_0,Maranoa,4378,0
8515,4380_0,Maranoa,4380,0
8516,4380_1,Maranoa,4380,1
8517,4380_10,Maranoa,4380,10
8518,4380_11,Maranoa,4380,11
8519,4380_12,Maranoa,4380,12
8520,4380_13,Maranoa,4380,13
8521,4380_14,Maranoa,4380,14
8522,4380_15,Maranoa,4380,15
8523,4380_16,Maranoa,4380,16
8524,4380_17,Maranoa,4380,17
8525,4380_18,Maranoa,4380,18
8526,4380_19,Maranoa,4380,19
8527,4380_2,Maranoa,4380,2
8528,4380_3,Maranoa,4380,3
8529,4380_4,Maranoa,4380,4
8530,4380_5,Maranoa,4380,5
8531,4380_6,Maranoa,4380,6
8532,4380_7,Maranoa,4380,7
8533,4380_8,Maranoa,4380,8
8534,4380_9,Maranoa,4380,9
8535,4381_0,Maranoa,4381,0
8536,4382_0,Maranoa,4382,0
8537,4382_1,Maranoa,4382,1
8538,4382_2,Maranoa,4382,2
8539,4382_3,Maranoa,4382,3
8540,4382_4,Maranoa,4382,4
8541,4382_5,Maranoa,4382,5
8542,4383_0,New England,4383,0
8543,4383_1,Maranoa,4383,1
8544,4384_0,Maranoa,4384,0
8545,4385_0,Maranoa,4385,0
8546,4385_1,Maranoa,4385,1
8547,4385_10,New England,4385,10
8548,4385_11,Maranoa,4385,11
8549,4385_2,New England,4385,2
8550,4385_3,Maranoa,4385,3
8551,4385_4,Maranoa,4385,4
8552,4385_5,Maranoa,4385,5
8553,4385_6,Maranoa,4385,6
8554,4385_7,Maranoa,4385,7
8555,4385_8,New England,4385,8
8556,4385_9,Maranoa,4385,9
8557,4387_0,Maranoa,4387,0
8558,4387_1,Maranoa,4387,1
8559,4387_2,Maranoa,4387,2
8560,4387_3,Maranoa,4387,3
8561,4387_4,Maranoa,4387,4
8562,4387_5,Maranoa,4387,5
8563,4387_6,Maranoa,4387,6
8564,4387_7,Maranoa,4387,7
8565,4388_0,Maranoa,4388,0
8566,4388_1,Maranoa,4388,1
8567,4390_0,Maranoa,4390,0
8568,4390_1,Maranoa,4390,1
8569,4390_2,Maranoa,4390,2
8570,4390_3,Maranoa,4390,3
8571,4390_4,Maranoa,4390,4
8572,4390_5,Maranoa,4390,5
8573,4390_6,Maranoa,4390,6
8574,4390_7,Maranoa,4390,7
8575,4390_8,Maranoa,4390,8
8576,4390_9,Maranoa,4390,9
8577,4400_0,Groom,4400,0
8578,4401_0,Groom,4401,0
8579,4401_1,Groom,4401,1
8580,4401_10,Groom,4401,10
8581,4401_11,Groom,4401,11
8582,4401_12,Groom,4401,12
8583,4401_13,Groom,4401,13
8584,4401_14,Groom,4401,14
8585,4401_15,Groom,4401,15
8586,4401_16,Groom,4401,16
8587,4401_2,Groom,4401,2
8588,4401_3,Groom,4401,3
8589,4401_4,Groom,4401,4
8590,4401_5,Groom,4401,5
8591,4401_6,Groom,4401,6
8592,4401_7,Groom,4401,7
8593,4401_8,Groom,4401,8
8594,4401_9,Groom,4401,9
8595,4402_0,Maranoa,4402,0
8596,4402_1,Maranoa,4402,1
8597,4402_2,Groom,4402,2
8598,4402_3,Maranoa,4402,3
8599,4403_0,Groom,4403,0
8600,4403_1,Groom,4403,1
8601,4403_2,Groom,4403,2
8602,4403_3,Groom,4403,3
8603,4403_4,Groom,4403,4
8604,4403_5,Groom,4403,5
8605,4404_0,Groom,4404,0
8606,4404_1,Groom,4404,1
8607,4404_2,Groom,4404,2
8608,4404_3,Maranoa,4404,3
8609,4404_4,Groom,4404,4
8610,4405_0,Maranoa,4405,0
8611,4405_1,Maranoa,4405,1
8612,4405_10,Maranoa,4405,10
8613,4405_11,Maranoa,4405,11
8614,4405_12,Maranoa,4405,12
8615,4405_13,Groom,4405,13
8616,4405_14,Maranoa,4405,14
8617,4405_15,Groom,4405,15
8618,4405_16,Maranoa,4405,16
8619,4405_2,Maranoa,4405,2
8620,4405_3,Maranoa,4405,3
8621,4405_4,Groom,4405,4
8622,4405_5,Maranoa,4405,5
8623,4405_6,Maranoa,4405,6
8624,4405_7,Maranoa,4405,7
8625,4405_8,Maranoa,4405,8
8626,4405_9,Maranoa,4405,9
8627,4406_0,Maranoa,4406,0
8628,4406_1,Maranoa,4406,1
8629,4406_10,Maranoa,4406,10
8630,4406_11,Maranoa,4406,11
8631,4406_2,Maranoa,4406,2
8632,4406_3,Maranoa,4406,3
8633,4406_4,Maranoa,4406,4
8634,4406_5,Maranoa,4406,5
8635,4406_6,Maranoa,4406,6
8636,4406_7,Maranoa,4406,7
8637,4406_8,Maranoa,4406,8
8638,4406_9,Maranoa,4406,9
8639,4407_0,Maranoa,4407,0
8640,4407_1,Groom,4407,1
8641,4407_2,Maranoa,4407,2
8642,4407_3,Maranoa,4407,3
8643,4407_4,Groom,4407,4
8644,4408_0,Maranoa,4408,0
8645,4408_1,Maranoa,4408,1
8646,4410_0,Maranoa,4410,0
8647,4410_1,Maranoa,4410,1
8648,4410_2,Maranoa,4410,2
8649,4410_3,Maranoa,4410,3
8650,4411_0,Maranoa,4411,0
8651,4411_1,Maranoa,4411,1
8652,4412_0,Maranoa,4412,0
8653,4413_0,Maranoa,4413,0
8654,4413_1,Maranoa,4413,1
8655,4413_10,Maranoa,4413,10
8656,4413_11,Maranoa,4413,11
8657,4413_12,Maranoa,4413,12
8658,4413_13,Maranoa,4413,13
8659,4413_14,Maranoa,4413,14
8660,4413_15,Maranoa,4413,15
8661,4413_16,Maranoa,4413,16
8662,4413_17,Maranoa,4413,17
8663,4413_18,Maranoa,4413,18
8664,4413_19,Maranoa,4413,19
8665,4413_2,Maranoa,4413,2
8666,4413_3,Maranoa,4413,3
8667,4413_4,Maranoa,4413,4
8668,4413_5,Maranoa,4413,5
8669,4413_6,Maranoa,4413,6
8670,4413_7,Maranoa,4413,7
8671,4413_8,Maranoa,4413,8
8672,4413_9,Maranoa,4413,9
8673,4415_0,Maranoa,4415,0
8674,4415_1,Maranoa,4415,1
8675,4415_2,Maranoa,4415,2
8676,4415_3,Maranoa,4415,3
8677,4415_4,Maranoa,4415,4
8678,4415_5,Maranoa,4415,5
8679,4415_6,Maranoa,4415,6
8680,4415_7,Maranoa,4415,7
8681,4416_0,Maranoa,4416,0
8682,4416_1,Maranoa,4416,1
8683,4416_2,Maranoa,4416,2
8684,4416_3,Maranoa,4416,3
8685,4416_4,Maranoa,4416,4
8686,4416_5,Maranoa,4416,5
8687,4417_0,Maranoa,4417,0
8688,4417_1,Maranoa,4417,1
8689,4417_2,Maranoa,4417,2
8690,4417_3,Maranoa,4417,3
8691,4417_4,Maranoa,4417,4
8692,4418_0,Maranoa,4418,0
8693,4419_0,Maranoa,4419,0
8694,4419_1,Maranoa,4419,1
8695,4419_2,Maranoa,4419,2
8696,4419_3,Flynn,4419,3
8697,4419_4,Maranoa,4419,4
8698,4419_5,Maranoa,4419,5
8699,4420_0,Maranoa,4420,0
8700,4420_1,Flynn,4420,1
8701,4420_2,Maranoa,4420,2
8702,4421_0,Maranoa,4421,0
8703,4421_1,Maranoa,4421,1
8704,4422_0,Maranoa,4422,0
8705,4422_1,Maranoa,4422,1
8706,4422_2,Maranoa,4422,2
8707,4422_3,Maranoa,4422,3
8708,4422_4,Maranoa,4422,4
8709,4423_0,Maranoa,4423,0
8710,4423_1,Maranoa,4423,1
8711,4424_0,Maranoa,4424,0
8712,4424_1,Maranoa,4424,1
8713,4424_2,Maranoa,4424,2
8714,4425_0,Maranoa,4425,0
8715,4425_1,Maranoa,4425,1
8716,4426_0,Maranoa,4426,0
8717,4426_1,Maranoa,4426,1
8718,4426_2,Maranoa,4426,2
8719,4427_0,Maranoa,4427,0
8720,4427_1,Maranoa,4427,1
8721,4427_2,Maranoa,4427,2
8722,4427_3,Maranoa,4427,3
8723,4427_4,Maranoa,4427,4
8724,4428_0,Maranoa,4428,0
8725,4428_1,Maranoa,4428,1
8726,4428_2,Maranoa,4428,2
8727,4428_3,Maranoa,4428,3
8728,4454_0,Flynn,4454,0
8729,4454_1,Maranoa,4454,1
8730,4454_10,Maranoa,4454,10
8731,4454_11,Maranoa,4454,11
8732,4454_12,Maranoa,4454,12
8733,4454_13,Maranoa,4454,13
8734,4454_2,Maranoa,4454,2
8735,4454_3,Maranoa,4454,3
8736,4454_4,Maranoa,4454,4
8737,4454_5,Maranoa,4454,5
8738,4454_6,Flynn,4454,6
8739,4454_7,Maranoa,4454,7
8740,4454_8,Maranoa,4454,8
8741,4454_9,Maranoa,4454,9
8742,4455_0,Maranoa,4455,0
8743,4455_1,Maranoa,4455,1
8744,4455_10,Maranoa,4455,10
8745,4455_11,Maranoa,4455,11
8746,4455_12,Maranoa,4455,12
8747,4455_13,Maranoa,4455,13
8748,4455_14,Maranoa,4455,14
8749,4455_15,Maranoa,4455,15
8750,4455_16,Maranoa,4455,16
8751,4455_17,Maranoa,4455,17
8752,4455_18,Maranoa,4455,18
8753,4455_2,Maranoa,4455,2
8754,4455_3,Maranoa,4455,3
8755,4455_4,Maranoa,4455,4
8756,4455_5,Maranoa,4455,5
8757,4455_6,Maranoa,4455,6
8758,4455_7,Maranoa,4455,7
8759,4455_8,Maranoa,4455,8
8760,4455_9,Maranoa,4455,9
8761,4461_0,Maranoa,4461,0
8762,4462_0,Maranoa,4462,0
8763,4462_1,Maranoa,4462,1
8764,4462_2,Maranoa,4462,2
8765,4462_3,Maranoa,4462,3
8766,4462_4,Maranoa,4462,4
8767,4465_0,Maranoa,4465,0
8768,4465_1,Maranoa,4465,1
8769,4465_2,Maranoa,4465,2
8770,4465_3,Maranoa,4465,3
8771,4465_4,Maranoa,4465,4
8772,4465_5,Maranoa,4465,5
8773,4465_6,Maranoa,4465,6
8774,4467_0,Maranoa,4467,0
8775,4467_1,Maranoa,4467,1
8776,4467_2,Maranoa,4467,2
8777,4467_3,Maranoa,4467,3
8778,4468_0,Maranoa,4468,0
8779,4468_1,Maranoa,4468,1
8780,4468_2,Maranoa,4468,2
8781,4470_0,Maranoa,4470,0
8782,4470_1,Maranoa,4470,1
8783,4470_2,Maranoa,4470,2
8784,4470_3,Maranoa,4470,3
8785,4470_4,Maranoa,4470,4
8786,4470_5,Maranoa,4470,5
8787,4470_6,Maranoa,4470,6
8788,4470_7,Maranoa,4470,7
8789,4472_0,Maranoa,4472,0
8790,4472_1,Maranoa,4472,1
8791,4472_2,Maranoa,4472,2
8792,4474_0,Maranoa,4474,0
8793,4475_0,Maranoa,4475,0
8794,4477_0,Maranoa,4477,0
8795,4477_1,Maranoa,4477,1
8796,4477_2,Maranoa,4477,2
8797,4477_3,Maranoa,4477,3
8798,4478_0,Maranoa,4478,0
8799,4478_1,Maranoa,4478,1
8800,4478_2,Maranoa,4478,2
8801,4478_3,Maranoa,4478,3
8802,4478_4,Maranoa,4478,4
8803,4478_5,Maranoa,4478,5
8804,4478_6,Maranoa,4478,6
8805,4479_0,Maranoa,4479,0
8806,4480_0,Maranoa,4480,0
8807,4480_1,Maranoa,4480,1
8808,4481_0,Maranoa,4481,0
8809,4481_1,Maranoa,4481,1
8810,4481_2,Maranoa,4481,2
8811,4482_0,Maranoa,4482,0
8812,4486_0,Maranoa,4486,0
8813,4486_1,Maranoa,4486,1
